dimension,eigenvalue,explained_inertia,explained_inertia_percent
Dim1,1.0,0.23337696684743414,23.337696684743413
Dim2,0.9999999999999993,0.23337696684743398,23.3376966847434
Dim3,0.8049803029370419,0.18786386147137552,18.786386147137552
Dim4,0.6492847916312044,0.15152811529105878,15.152811529105877
Dim5,0.5773456301846411,0.13473917199511196,13.473917199511195
Dim6,0.2533022789101159,0.05911491754758564,5.911491754758564
Dim7,3.6316278574206563e-32,8.475382940834787e-33,8.475382940834787e-31
